,gold,shadow,coverage_pct,delta_omega
2009-05-31,978.7999877929688,6788.145315487572,14.419255073396503,0.1421986024953696
2009-06-30,927.0999755859375,6438.623326959847,14.399040423812002,-1.295660211924588
2009-07-31,953.7000122070312,6400.0,14.901562690734863,-1.2853084697601496
2009-08-31,951.7000122070312,6542.25621414914,14.54696944073759,-0.9982785931834092
2009-09-30,1008.0,6887.954110898661,14.634243837441707,0.6337997874471011
2009-10-31,1039.699951171875,7404.5889101338435,14.041292012159548,-0.6956900545061124
2009-11-30,1181.0999755859375,7742.25621414914,15.255242695629883,0.6909124798558359
2009-12-31,1095.199951171875,7748.374760994264,14.13457641059349,-0.3604628583130491
2010-01-31,1083.0,7629.06309751434,14.195714285714287,0.8710741391245627
2010-02-28,1118.300048828125,8088.718929254301,13.825428459179026,0.3508995286173668
2010-03-31,1113.300048828125,7952.581261950287,13.999228830955698,-0.3967440178546528
2010-04-30,1180.0999755859375,7703.250478011472,15.319506732313476,-0.5119312631319595
2010-05-31,1212.199951171875,7695.219885277246,15.752635652310557,2.414583048449966
2010-06-30,1241.8,7657.3613766730405,16.21707451058729,2.3837230617348375
2010-07-31,1181.1,7626.386233269598,15.487020508449078,0.9577517538073596
2010-08-31,1247.5,7624.091778202677,16.362604704820182,2.5762547596233
2010-09-30,1307.8,7499.80879541109,17.437777891087087,1.7255798645786289
2010-10-31,1358.7,7501.720841300191,18.111844318703167,2.1310051697834567
2010-11-30,1383.9,7545.315487571702,18.34118138969135,1.7447793402591287
2010-12-31,1418.9,7713.1931166347995,18.3957535944472,0.4694651243061898
2011-01-31,1333.6,7831.357552581262,17.02897602421993,-1.2881725587506363
2011-02-28,1410.7,8457.36137667304,16.68014333514198,-2.0537442346846912
2011-03-31,1432.8,9159.847036328872,15.64218260760656,-2.5578315875702504
2011-04-30,1563.0,9547.227533460804,16.371244893054556,-2.453393005895869
2011-05-31,1535.7,9817.208413001912,15.642939778747273,-2.0974087213054435
2011-06-30,1502.2,10128.107074569789,14.831991693411368,-2.2271266976227206
2011-07-31,1614.9,10266.921606118547,15.729154871871277,-2.2212962860873997
2011-08-31,1825.8,10163.288718929254,17.96465741054295,-0.1832364922197413
2011-09-30,1623.9,10086.806883365201,16.099247450430298,-0.3109175328797775
2011-10-31,1724.0,10087.18929254302,17.090984911668816,-0.4085706517846201
2011-11-30,1746.2,9963.288718929254,17.526341444691795,-0.4370077596665886
2011-12-31,1564.3,10017.590822179733,15.615530997098793,-1.803939020757774
2012-01-31,1736.4,10098.661567877629,17.194357770372616,-0.6951918931743695
2012-02-29,1698.6,10303.632887189293,16.485447595011877,-2.6129452217276263
2012-03-31,1667.9,10153.728489483748,16.426478231395,-2.9454082642186137
2012-04-30,1665.7,10094.837476099427,16.500513296461854,-2.6292213192677014
2012-05-31,1560.4,10005.736137667303,15.595054462067651,-1.4005932137322574
2012-06-30,1598.6,10014.53154875717,15.962803574156101,-0.495423316624322
2012-07-31,1612.5,10125.430210325048,15.925249263539543,-1.6110119057904253
2012-08-31,1690.0,10136.520076481836,16.67238842569887,-2.4766126607075716
2012-09-30,1766.0,9923.135755258127,17.796793710740296,-1.657058286437005
2012-10-31,1718.8,9987.762906309752,17.20905888659162,-1.7481314546048043
2012-11-30,1715.0,10121.606118546844,16.94395118633822,-2.198801437872307
2012-12-31,1677.1,10232.887189292544,16.38931387570537,-2.56075661097133
2013-01-31,1662.0,10484.51242829828,15.851953167742641,-3.269659874994499
2013-02-28,1577.7,10880.688336520076,14.500001757283943,-3.5166492255443806
2013-03-31,1595.6,11223.709369024857,14.216333901192504,-3.3113097771605187
2013-04-30,1475.4,11517.017208413003,12.810608626357206,-3.380292737712656
2013-05-31,1387.1,11919.311663479924,11.637416984824664,-4.0334207678676375
2013-06-30,1234.7,12242.82982791587,10.085086678119632,-5.800086375519408
2013-07-31,1325.4,12584.703632887189,10.53183323710839,-5.608352171124631
2013-08-31,1393.8,12997.705544933078,10.723431110065022,-5.753211143380556
2013-09-30,1328.4,13334.225621414915,9.962333304654564,-5.7749802308047595
2013-10-31,1323.9,13726.577437858508,9.644793146677811,-5.952518367970015
2013-11-30,1251.6,14090.248565965583,8.882738967594854,-6.902970952825653
2013-12-31,1198.6,14216.061185468452,8.431308675184935,-7.695255888459792
2014-01-31,1244.2,14258.12619502868,8.726251843905056,-6.994835372831027
2014-02-28,1326.2,14659.27342256214,9.046833098554808,-6.475379014988638
2014-03-31,1284.7,14860.038240917782,8.64533441416403,-6.633496734987689
2014-04-30,1292.3,15031.357552581261,8.59736052102679,-6.546123631236599
2014-05-31,1250.5,14957.934990439771,8.360111210533043,-7.041633227523269
2014-06-30,1328.4,15100.19120458891,8.79723959784233,-6.590890519076362
2014-07-31,1282.8,15254.684512428299,8.40922012484019,-6.220446695517937
2014-08-31,1285.8,15583.173996175909,8.25120736196319,-6.0004339738453005
2014-09-30,1208.0,15484.51242829828,7.801343475254371,-5.799315353350339
2014-10-31,1173.3,15302.103250478012,7.66757340997126,-5.018173736020939
2014-11-30,1150.1,14647.801147227534,7.851690423976606,-1.977058772707494
2014-12-31,1198.9,15045.889101338433,7.96828949040539,1.8091813696185357
2015-01-31,1283.0,15361.759082217974,8.35190809290284,5.322070069935769
2015-02-28,1213.6,14686.42447418738,8.263413618018486,0.4391075417718042
2015-03-31,1182.9,15413.38432122371,7.6744988339205085,2.46710706419287
2015-04-30,1183.0,15523.518164435947,7.620695176627088,-1.2447445181897585
2015-05-31,1191.8,15102.868068833652,7.891216387299337,-0.8242262398348288
2015-06-30,1171.1,14988.910133843212,7.813109756097561,-0.5798995652708818
2015-07-31,1094.9,15147.992351816443,7.2280205493284875,2.0114072484866696
2015-08-31,1133.6,15235.181644359465,7.440672690763052,2.1693024952326745
2015-09-30,1115.3,15405.353728489485,7.239690951967233,3.514386603103397
2015-10-31,1141.8,15527.72466539197,7.353298854820835,3.402681025420488
2015-11-30,1064.2,15321.988527724665,6.945573664112612,3.963829382730335
2015-12-31,1059.1,14668.451242829828,7.2202578340893675,8.24589137204049
2016-01-31,1118.0,14503.632887189293,7.708413531257416,10.77091831381876
2016-02-29,1240.7,14808.795411089866,8.378129115558425,13.995180579984684
2016-03-31,1232.2,14907.839388145316,8.265449928175663,10.588800675914491
2016-04-30,1293.7,14810.325047801147,8.735122259805314,6.316974016452125
2016-05-31,1215.5,14671.12810707457,8.284979799296234,3.774429363454498
2016-06-30,1322.3,14629.06309751434,9.038856358645928,5.717832318058157
2016-07-31,1348.2,14426.386233269599,9.34537574552684,10.349606855081795
2016-08-31,1306.9,14595.411089866157,8.954184242932376,6.846739397656208
2016-09-30,1316.0,14286.42447418738,9.211542064830429,5.831726555539053
2016-10-31,1273.0,13660.038240917782,9.319153999048178,5.2726247526236385
2016-11-30,1170.1,13880.688336520076,8.429697228497437,2.056082180546152
2016-12-31,1151.4,13505.162523900573,8.52562861026164,-0.9840677999759356
2017-01-31,1210.2,13749.521988527724,8.801760534000834,0.4590723762212292
2017-02-28,1247.4,14326.577437858508,8.706894618834081,1.0902879959274046
2017-03-31,1247.4,14746.845124282983,8.45875839535306,2.2250699351293655
2017-04-30,1269.3,14614.53154875717,8.685191145301829,2.9938690836912265
2017-05-31,1268.5,14433.652007648183,8.788489561254769,3.8221403343764457
2017-06-30,1239.9,14389.292543021033,8.616823907728289,4.515745747849397
2017-07-31,1267.1,14513.95793499044,8.730216841439637,2.759418445733072
2017-08-31,1320.2,14952.198852772466,8.829470588235294,3.9828451383071126
2017-09-30,1282.8,14816.44359464627,8.657948122338366,1.1776581045001748
2017-10-31,1268.2,14645.889101338433,8.659085093605578,-0.3888250826017305
2017-11-30,1274.9,14943.4034416826,8.531523658417996,-0.915762199921982
2017-12-31,1302.5,14726.577437858508,8.84455336276292,-1.3006769244554306
2018-01-31,1345.2,14626.386233269599,9.197076971344908,-1.3046008360534778
2018-02-28,1318.1,14742.25621414914,8.940965214910118,-0.680562814414845
2018-03-31,1325.0,14533.843212237094,9.116652633794665,-1.854648030851898
2018-04-30,1313.8,14252.772466539196,9.217855705508304,-3.1805574824460265
2018-05-31,1298.0,14052.772466539196,9.236611516272996,-3.9153544717001303
2018-06-30,1251.4,13959.847036328872,8.964281605259554,-4.876282856605279
2018-07-31,1223.4,13836.711281070746,8.841696376751514,-4.1471162826235926
2018-08-31,1200.4,13707.456978967495,8.757277165574,-5.133114667762886
2018-09-30,1191.6,13613.00191204589,8.753396258216753,-6.305552901205749
2018-10-31,1213.6,13464.244741873805,9.013502229543583,-4.610970266625785
2018-11-30,1222.1,13293.690248565965,9.193083163133215,0.0856384990719156
2018-12-31,1281.0,13004.588910133843,9.850369041667891,2.7415345544771412
2019-01-31,1320.3,12798.85277246654,10.315768322925692,0.4887253176344757
2019-02-28,1312.2,12824.091778202677,10.232303563441182,-0.928934007655048
2019-03-31,1290.8,12931.166347992352,9.982084873576815,-1.7998732832594868
2019-04-30,1283.1,12568.642447418739,10.208739769373535,-3.1615363815209463
2019-05-31,1305.5,12407.265774378586,10.522060409924487,-0.638434374175354
2019-06-30,1395.8,12523.135755258127,11.14577073409063,0.3259047954906329
2019-07-31,1412.0,12467.686424474188,11.325276815017023,0.7143393462994432
2019-08-31,1521.8,12510.133843212237,12.16453811823684,4.094026824471559
2019-09-30,1472.1,12247.418738049713,12.019675586224123,2.9465716813993375
2019-10-31,1511.0,12439.005736137668,12.147273118544023,3.6651303912649023
2019-11-30,1462.7,12679.158699808795,11.536254373265775,1.5475963942316715
2019-12-31,1516.9,13103.250478011472,11.576516853932585,0.6228319515207161
2020-01-31,1588.5,13164.818355640535,12.066250798814849,4.557818912292916
2020-02-29,1639.0,13210.325047801147,12.406961933709654,5.691975411307922
2020-03-31,1580.1,14849.330783938814,10.64088357240349,40.740727596230435
2020-04-30,1688.1,18527.34225621415,9.111398584078103,34.2738492846896
2020-05-31,1740.8,19691.778202676865,8.840237697595835,14.43484027282367
2020-06-30,1774.4,19127.34225621415,9.276772361949698,12.004873606521912
2020-07-31,1973.3,17974.37858508604,10.97840456992107,15.176641751725953
2020-08-31,1961.7,18383.93881453155,10.67072742022715,12.48534832884522
2020-09-30,1884.1,18662.715105162522,10.09552998791058,15.277882853460971
2020-10-31,1876.1,18803.441682600384,9.977428768989851,19.091970314363067
2020-11-30,1776.5,19476.099426386234,9.121436285097193,6.263838763134025
2020-12-31,1892.7,19910.133843212236,9.506214347450303,5.293969793188374
2021-01-31,1855.0,20068.83365200765,9.243187881097562,2.5439382203427385
2021-02-28,1737.1,20829.06309751434,8.339789417639714,-4.798658329217215
2021-03-31,1707.7,22328.871892925432,7.647945709881829,-4.620179699434136
2021-04-30,1765.7,23105.544933078392,7.64188858178448,-5.287523590838525
2021-05-31,1908.5,23104.780114722755,8.260195468312947,-4.029046633365006
2021-06-30,1768.8,23047.801147227532,7.674484818317572,-7.963577798123797
2021-07-31,1812.5,23442.44741873805,7.731701249551401,-7.762854876188001
2021-08-31,1805.3,24201.529636711282,7.459445857759096,-6.559454144736932
2021-09-30,1754.3,24431.357552581263,7.180526076884547,-8.849944579088135
2021-10-31,1778.2,24209.942638623328,7.344916204647048,-9.594031927332448
2021-11-30,1774.2,24453.919694072658,7.255278590082412,-5.683305079442057
2021-12-31,1827.7,24524.28298279159,7.452613400695451,-7.406591875021743
2022-01-31,1797.2,23341.87380497132,7.699467553531349,-11.223237518863504
2022-02-28,1908.3,23097.131931166346,8.26206476928426,-11.639348431677307
2022-03-31,1935.0,23458.12619502868,8.248740687609018,-12.223258734772823
2022-04-30,1906.0,22504.780114722755,8.46931180968564,-12.41355685533905
2022-05-31,1833.8,21381.644359464626,8.576515300556222,-14.527492999269205
2022-06-30,1810.7,21056.5965583174,8.599205455569075,-13.336869406725086
2022-07-31,1759.5,21173.613766730403,8.309871046975744,-11.664015654295817
2022-08-31,1707.9,21346.080305927342,8.001000537441778,-10.550210803123804
2022-09-30,1660.5,20692.543021032503,8.024629927371516,-8.931626619824694
2022-10-31,1630.8,20421.797323135754,7.985585079489916,-10.256435348077886
2022-11-30,1770.4,20724.28298279159,8.542635716130937,-6.189545353229114
2022-12-31,1822.3,20673.040152963673,8.814862190159081,-5.365454158422004
2023-01-31,1927.2,20378.585086042065,9.456986301369863,-3.241558171135594
2023-02-28,1826.7,20350.286806883367,8.976286267288033,-3.8814122855925217
2023-03-31,1969.8,21305.927342256215,9.245314547249393,-0.5666035404789191
2023-04-30,1990.0,21388.527724665393,9.304053208417514,0.1217167733440192
2023-05-31,1966.8,21298.66156787763,9.234383079574835,2.5321559777711578
2023-06-30,1909.9,21447.418738049713,8.905034322902736,1.228602457425314
2023-07-31,1965.4,21100.57361376673,9.314438725579036,-0.994735321325802
2023-08-31,1938.4,21258.12619502868,9.118395394855192,-1.4364889702898085
2023-09-30,1847.1,21289.483747609942,8.676114563874119,-4.178481245856339
2023-10-31,1983.7,21419.502868068834,9.26118599585803,-0.6534068586730832
2023-11-30,2038.3,21917.017208413003,9.300079388620382,1.3465069562464542
2023-12-31,2066.4,22283.74760994264,9.273126029654037,3.6094106332298033
2024-01-31,2037.6,22345.3154875717,9.118689781459107,1.6648059902356778
2024-02-29,2043.6,22548.374760994266,9.063180923953599,1.3367889233915058
2024-03-31,2243.5,22495.219885277245,9.973229919252018,2.8407420167256063
2024-04-30,2294.9,22082.982791586997,10.392164960950353,3.263167707013789
2024-05-31,2326.1,21891.395793499043,10.625635852286623,5.723233399341513
2024-06-30,2325.3,21917.39961759082,10.609379034790804,4.566368052420092
2024-07-31,2446.1,21618.738049713193,11.314721490103127,7.623789606959388
2024-08-31,2498.8,21681.070745697896,11.525261041343306,9.048251945121482
2024-09-30,2631.4,21368.26003824092,12.314526289416229,13.990516360007703
2024-10-31,2747.3,21287.189292543022,12.905884202206014,14.929119445513209
2024-11-30,2649.0,21475.71701720841,12.334861731868447,13.66921833995223
2024-12-31,2627.5,21428.2982791587,12.26182296778799,12.468621079036597
2025-01-31,2809.3,21466.53919694073,13.086878952525163,13.934786874030117
2025-02-28,2847.9,21465.774378585087,13.267166372721928,16.257434794527505
2025-03-31,3132.2,22083.36520076482,14.183526702223451,19.262978142369008
2025-04-30,3270.7,21921.223709369024,14.920243702463193,29.217358558903015
2025-05-31,3289.4,21598.85277246654,15.229512579451496,28.981598636212325
2025-06-30,3310.1,21981.644359464626,15.058473087227306,26.58352247702927
2025-07-31,3286.6,21950.286806883367,14.972925087108013,23.102211483322776
2025-08-31,3475.5,21744.16826003824,15.983595962082974,29.332889178372614
2025-09-30,3848.2,20948.374760994266,18.36992150419861,35.1289789472717
2025-10-31,3995.7,20504.015296367113,19.487402551381997,39.28497569414317
2025-11-30,4222.6,20275.71701720841,20.82589728598103,
2025-12-31,4324.5,20549.521988527726,21.04428512942665,
2026-01-31,4879.6,20659.65583173996,23.618980101804723,
2026-02-28,5280.0,20604.206500956025,25.625835189309576,
