Date,CuAu_Ratio
2000-12-21,0.0031275117574762487
2000-12-22,0.0031421263279104144
2000-12-26,0.003150310032172051
2000-12-27,0.0030795784470695254
2000-12-28,0.003137651759868454
2000-12-29,0.0031121322775588315
2001-01-02,0.0030476901534958033
2001-01-03,0.0030727611104054238
2001-01-04,0.0030490087348864913
2001-01-05,0.003104477675993051
2001-01-08,0.003108208971237069
2001-01-09,0.0031028036759278483
2001-01-10,0.0031394028413800814
2001-01-11,0.0031534090186610365
2001-01-12,0.0032000758801702233
2001-01-16,0.003133308113662974
2001-01-17,0.0031591943588021756
2001-01-18,0.0032816046318277304
2001-01-19,0.0032273932070183043
2001-01-22,0.00318881388866296
2001-01-23,0.0031980458152872306
2001-01-24,0.0031782066309891184
2001-01-25,0.0031720226338319835
2001-01-26,0.0031925419544140752
2001-01-29,0.003171613646775274
2001-01-30,0.0031657250363049984
2001-01-31,0.0031946535913133373
2001-02-01,0.003165735656766696
2001-02-02,0.0031598650789738006
2001-02-05,0.00312782798404536
2001-02-06,0.003156095742357218
2001-02-07,0.0031563929150704353
2001-02-08,0.0031891580164753854
2001-02-09,0.0031550596848957243
2001-02-12,0.0031357880972495786
2001-02-13,0.003167499281538447
2001-02-14,0.003166923757391013
2001-02-15,0.003241865943346648
2001-02-16,0.003195197324071253
2001-02-20,0.0031979694892744596
2001-02-21,0.003102246170321881
2001-02-22,0.003098646031126985
2001-02-23,0.003049060939285809
2001-02-26,0.0030248309140382475
2001-02-27,0.0029955124058694185
2001-02-28,0.0030359821568385114
2001-03-01,0.003095776554233025
2001-03-02,0.003145745918041151
2001-03-05,0.0031752382005964005
2001-03-06,0.0032474028537928515
2001-03-07,0.003190512665991871
2001-03-08,0.0030934438540079962
2001-03-09,0.0030502216116640264
2001-03-12,0.0030228275461081154
2001-03-13,0.003041604385320701
2001-03-14,0.0030628572191510883
2001-03-15,0.003086538498218243
2001-03-16,0.003035645087979539
2001-03-19,0.00304464990665591
2001-03-20,0.003047984758402702
2001-03-21,0.0029992363814139206
2001-03-22,0.0029816162478194424
2001-03-23,0.0029847036128290297
2001-03-26,0.0029667813215783754
2001-03-27,0.003011494304028507
2001-03-28,0.0029553328734495906
2001-03-29,0.0029733386918924885
2001-03-30,0.0029410624192464513
2001-04-02,0.0029538340266152437
2001-04-03,0.0029633956922231986
2001-04-04,0.002945046422460489
2001-04-05,0.0029600929116718913
2001-04-06,0.002869230738052955
2001-04-09,0.002926829338307868
2001-04-10,0.002973183140258938
2001-04-11,0.002945496669358041
2001-04-12,0.0029373317210359033
2001-04-16,0.0029054311475942805
2001-04-17,0.002916507020883677
2001-04-18,0.0029965557939137227
2001-04-19,0.0029061442259025578
2001-04-20,0.0029210727376510408
2001-04-23,0.002870686363460404
2001-04-24,0.0028795910498017746
2001-04-25,0.0029077745014929072
2001-04-26,0.002866868508738427
2001-04-27,0.0028760895069803614
2001-04-30,0.0029034090764594803
2001-05-01,0.0029273827795010285
2001-05-02,0.0029615675637807625
2001-05-03,0.0029384155631977473
2001-05-04,0.0029124387763323056
2001-05-07,0.00291807579420533
2001-05-08,0.002868728767706325
2001-05-09,0.002794444340246695
2001-05-10,0.002788926073365912
2001-05-11,0.002820082253859893
2001-05-14,0.0027841968431082478
2001-05-15,0.0027881386996148365
2001-05-16,0.0027518381967264064
2001-05-17,0.002781432604576521
2001-05-18,0.002715727248887526
2001-05-21,0.0027855642385810632
2001-05-22,0.002749912180680008
2001-05-23,0.002764456849869875
2001-05-24,0.002821569353709657
2001-05-25,0.002828355633732829
2001-05-29,0.0027794010647074112
2001-05-30,0.0028509595711166355
2001-05-31,0.0028345269839877606
2001-06-01,0.002805931004167528
2001-06-04,0.002821819628566274
2001-06-05,0.0028490778859927885
2001-06-06,0.00282085036582902
2001-06-07,0.0028063910348074777
2001-06-08,0.0026609364948746877
2001-06-11,0.002721164572422976
2001-06-12,0.002672191482881156
2001-06-13,0.00265257345402942
2001-06-14,0.0026316746552915798
2001-06-15,0.0026419614749773877
2001-06-18,0.002633994080273108
2001-06-19,0.0026444769792502787
2001-06-20,0.0026174743593941206
2001-06-21,0.002639398346058693
2001-06-22,0.002618435664658424
2001-06-25,0.0026032149959101763
2001-06-26,0.0025923243622715903
2001-06-27,0.0026571112597159117
2001-06-28,0.002629038382414735
2001-06-29,0.0026034737755357747
2001-07-02,0.0026429102766474025
2001-07-03,0.00263639757318545
2001-07-05,0.0026329686826024597
2001-07-06,0.0026457314365120163
2001-07-09,0.002632270163487762
2001-07-10,0.0026671673402859984
2001-07-11,0.002631382790001745
2001-07-12,0.0026181545305638803
2001-07-13,0.0026207411908773354
2001-07-16,0.002630198718576127
2001-07-17,0.0026575903018929434
2001-07-18,0.002588757410797309
2001-07-19,0.0025575353604319765
2001-07-20,0.0025713227914640783
2001-07-23,0.0025353424426784944
2001-07-24,0.0025231736748701277
2001-07-25,0.0025476277560865864
2001-07-26,0.0025544702327951144
2001-07-27,0.002520568587060067
2001-07-30,0.0025472411536220938
2001-07-31,0.0025469569579501727
2001-08-01,0.002554226042345366
2001-08-02,0.0025336575355308956
2001-08-03,0.0025121313676682486
2001-08-06,0.0024971919897671855
2001-08-07,0.0024887724216959184
2001-08-08,0.0024542741455391196
2001-08-09,0.0024286758944809506
2001-08-10,0.002404162213981263
2001-08-13,0.002372143472279812
2001-08-14,0.0023959465426139394
2001-08-15,0.002379397856635575
2001-08-16,0.002414607444104153
2001-08-17,0.0024489797535036215
2001-08-20,0.0024429553554700906
2001-08-21,0.002436363697052002
2001-08-22,0.0024572571505245993
2001-08-23,0.002482746175810855
2001-08-24,0.0025027522253333974
2001-08-27,0.0025458546961972927
2001-08-28,0.0025302976179869246
2001-08-29,0.002537449755616873
2001-08-30,0.002472766918556738
2001-08-31,0.0024726676813196275
2001-09-04,0.0024779085528038925
2001-09-05,0.0024669117787305046
2001-09-06,0.002417582513648512
2001-09-07,0.0023874038646723673
2001-09-10,0.0023987480559932374
2001-09-14,0.0022639558153309076
2001-09-17,0.0022446515766863175
2001-09-18,0.0022578965142035965
2001-09-19,0.0022246999151710784
2001-09-20,0.0022404843548177434
2001-09-21,0.0022507708769538334
2001-09-24,0.0022540558150626415
2001-09-25,0.0022289155887859824
2001-09-26,0.002228094264242803
2001-09-27,0.0022283165888138906
2001-09-28,0.0022093024662827197
2001-10-01,0.0022056810069860395
2001-10-02,0.00222145569975787
2001-10-03,0.002189328666398119
2001-10-04,0.002199655760996518
2001-10-05,0.002179135222249975
2001-10-08,0.0021785227004628674
2001-10-09,0.002199723181911812
2001-10-10,0.002220861041626744
2001-10-11,0.0022640171720405256
2001-10-12,0.00223060732693164
2001-10-15,0.002249202456486489
2001-10-16,0.002265320756597062
2001-10-17,0.002240649273603016
2001-10-18,0.002249283644426072
2001-10-19,0.002215280309219544
2001-10-22,0.002254083455149794
2001-10-23,0.0022654835550076293
2001-10-24,0.002239941952100232
2001-10-25,0.0022354212353550224
2001-10-26,0.0022688018439881853
2001-10-29,0.0022518809423031903
2001-10-30,0.002259444011216352
2001-10-31,0.0022254024294066726
2001-11-01,0.002209509989064626
2001-11-02,0.0021854898194205675
2001-11-05,0.0022046679440263788
2001-11-06,0.002193421423922638
2001-11-07,0.002149466093748914
2001-11-08,0.002212789157993191
2001-11-09,0.002301730314538986
2001-11-12,0.002357168691677484
2001-11-13,0.0024298057652326994
2001-11-14,0.0024298057652326994
2001-11-15,0.0024372954037572008
2001-11-16,0.0024754276553874575
2001-11-19,0.002497249592203705
2001-11-20,0.0024597070592663663
2001-11-21,0.00247526563132696
2001-11-26,0.002502754492082913
2001-11-27,0.0025695460855343333
2001-11-28,0.002566581383272938
2001-11-29,0.002606946981803155
2001-11-30,0.0026359986087984
2001-12-03,0.002542434133994544
2001-12-04,0.0025399420472813038
2001-12-05,0.0025356228526474916
2001-12-06,0.0025072938344033037
2001-12-07,0.002469879654933536
2001-12-10,0.002483467923330474
2001-12-11,0.0024999997810262963
2001-12-12,0.0024488678244816747
2001-12-13,0.0024461483447221805
2001-12-14,0.002413669078470134
2001-12-17,0.0024270795648833133
2001-12-18,0.0024340228945237815
2001-12-19,0.002437386668528922
2001-12-20,0.002429347755252451
2001-12-21,0.002433453318026426
2001-12-26,0.002443689531868337
2001-12-27,0.0024369142534970078
2001-12-28,0.0024267631241037878
2001-12-31,0.00234302105682686
2002-01-02,0.0023395481823356946
2002-01-03,0.0023652047573633254
2002-01-04,0.0024022948417057894
2002-01-07,0.002546661878098928
2002-01-08,0.002522409423506086
2002-01-09,0.0025070572237445715
2002-01-10,0.0024399163934239777
2002-01-11,0.0024495477075022806
2002-01-14,0.002464961415084837
2002-01-15,0.002450773704856598
2002-01-16,0.0024521407917984083
2002-01-17,0.0024753868188954462
2002-01-18,0.0024531968001198926
2002-01-22,0.0024831261135121645
2002-01-23,0.002530509575971625
2002-01-24,0.002560230121436036
2002-01-25,0.0025412484170647563
2002-01-28,0.0025080849602750594
2002-01-29,0.002473347530451154
2002-01-30,0.0024618659834979902
2002-01-31,0.0025895071500487946
2002-02-01,0.002564685328023417
2002-02-04,0.002509505847220432
2002-02-05,0.0024480214258565136
2002-02-06,0.0024420167217735485
2002-02-07,0.002452452400293466
2002-02-08,0.002410214265449436
2002-02-11,0.0024175274003559403
2002-02-12,0.0024293314039871565
2002-02-13,0.00250333998635322
2002-02-14,0.0024791456144475322
2002-02-15,0.002454758819276003
2002-02-19,0.002407912486502842
2002-02-20,0.0024204584689467186
2002-02-21,0.002433492473337193
2002-02-22,0.0023840381031775128
2002-02-25,0.002408609340309976
2002-02-26,0.0023523489100821067
2002-02-27,0.002408032576048304
2002-02-28,0.002406471039004693
2002-03-01,0.0024379193782806396
2002-03-04,0.00248230534039081
2002-03-05,0.0025017006056649344
2002-03-06,0.002536626853163035
2002-03-07,0.002559462225201102
2002-03-08,0.002574974020347366
2002-03-11,0.002543799236588804
2002-03-12,0.002506811941860169
2002-03-13,0.002505108865039236
2002-03-14,0.0025429553592327945
2002-03-15,0.0025733011645393314
2002-03-18,0.0026018485949429416
2002-03-19,0.002616120234820162
2002-03-20,0.0026069838584111865
2002-03-21,0.002590505504082039
2002-03-22,0.0025058864290541725
2002-03-25,0.002466375315629649
2002-03-26,0.002500000016076775
2002-03-27,0.002475181983900009
2002-03-28,0.0025132187656603027
2002-04-01,0.002509894284136859
2002-04-02,0.002487741068233475
2002-04-03,0.002445472553241121
2002-04-04,0.002426104178100623
2002-04-05,0.002402532492741525
2002-04-08,0.0023976705236958586
2002-04-09,0.002426372334205692
2002-04-10,0.002393105646828994
2002-04-11,0.002385837149608331
2002-04-12,0.002366765836902893
2002-04-15,0.0023799999554951984
2002-04-16,0.0024230254574623957
2002-04-17,0.002431314055281465
2002-04-18,0.0023825943763620162
2002-04-19,0.0024197818693425625
2002-04-22,0.002448844830981969
2002-04-23,0.0024013158522154156
2002-04-24,0.0024153797035482427
2002-04-25,0.0023644920290534074
2002-04-26,0.0023587933244806894
2002-04-29,0.002358611820013078
2002-04-30,0.0023713176793870995
2002-05-01,0.0023390487729213812
2002-05-02,0.0023678237041115284
2002-05-03,0.0023030107423679174
2002-05-06,0.0022814908441262786
2002-05-07,0.002312259237027263
2002-05-08,0.0023604801837872054
2002-05-09,0.0023424879607168267
2002-05-10,0.0023569131204169663
2002-05-13,0.0023567288439792287
2002-05-14,0.002408070416310231
2002-05-15,0.002406867319508354
2002-05-16,0.0023692706781842455
2002-05-17,0.0023309721921593407
2002-05-20,0.0022869812320043446
2002-05-21,0.0022894237426646195
2002-05-22,0.0022767294877730077
2002-05-23,0.0022697674211605576
2002-05-24,0.002294007578984475
2002-05-28,0.0023263352853968343
2002-05-29,0.0022971727609250635
2002-05-30,0.002301075308370517
2002-05-31,0.0023323124072088036
2002-06-03,0.0023645544832511093
2002-06-04,0.0023901770741689824
2002-06-05,0.0024299500781205315
2002-06-06,0.0023899661472322415
2002-06-07,0.002395255573488837
2002-06-10,0.0024411671394401428
2002-06-11,0.0023866123938399743
2002-06-12,0.0023790198356524028
2002-06-13,0.002406358176141076
2002-06-14,0.0023926667521177963
2002-06-17,0.0023928797772774417
2002-06-18,0.0023762529792163063
2002-06-19,0.0023639775209949115
2002-06-20,0.002320544466810152
2002-06-21,0.002285890233627757
2002-06-24,0.0022802960653942883
2002-06-25,0.0023376013771842894
2002-06-26,0.00234009360374415
2002-06-27,0.0023574560427264244
2002-06-28,0.0024481658159830923
2002-07-01,0.0024458598938717204
2002-07-02,0.0024168798333118694
2002-07-03,0.0024075265493855207
2002-07-08,0.002422300440796144
2002-07-09,0.0023900664473547654
2002-07-10,0.0023911660896942326
2002-07-11,0.002350252205056085
2002-07-12,0.0023431558044050517
2002-07-15,0.002295056288506838
2002-07-16,0.0023281840183673095
2002-07-17,0.002303087650459403
2002-07-18,0.00229495274907783
2002-07-19,0.002205927827963863
2002-07-22,0.0021662545178698996
2002-07-23,0.0022177804774048916
2002-07-24,0.0022231139493792246
2002-07-25,0.002217559727904455
2002-07-26,0.002264337476781142
2002-07-29,0.002297520637512207
2002-07-30,0.002268686146843908
2002-07-31,0.002234498622230042
2002-08-01,0.002243420991458391
2002-08-02,0.002211726449599872
2002-08-05,0.0021734894609998622
2002-08-06,0.0022013093757941565
2002-08-07,0.0021269488773866196
2002-08-08,0.0021665593670384784
2002-08-09,0.0021499043584893547
2002-08-12,0.0021521807892723867
2002-08-13,0.002145130485709285
2002-08-14,0.002144002669566359
2002-08-15,0.0021651288493246225
2002-08-16,0.0021501433290055513
2002-08-19,0.002204248328614079
2002-08-20,0.0022076449326018277
2002-08-21,0.00219278275413597
2002-08-22,0.0022292889050465384
2002-08-23,0.0022318224707376538
2002-08-26,0.0022236588136301133
2002-08-27,0.0022030100872790065
2002-08-28,0.0022074985184450356
2002-08-29,0.002186002008952018
2002-08-30,0.002199103681361213
2002-09-03,0.0021522016646199895
2002-09-04,0.002137186380151925
2002-09-05,0.002099308476453608
2002-09-06,0.0021069085265866877
2002-09-09,0.0021444134350057245
2002-09-10,0.002203523198783674
2002-09-11,0.0022062538348791814
2002-09-12,0.002185638256641449
2002-09-13,0.0021857231791724955
2002-09-16,0.0021475874524444043
2002-09-17,0.0021466876054035753
2002-09-18,0.0020898315780847813
2002-09-19,0.002075325420513015
2002-09-20,0.0020969245875102236
2002-09-23,0.0020758513326615373
2002-09-24,0.002042037427682281
2002-09-25,0.0020794537284461326
2002-09-26,0.0020980331456473622
2002-09-27,0.0020659992642061372
2002-09-30,0.002037666065646713
2002-10-01,0.00206918039064165
2002-10-02,0.0020824261067629232
2002-10-03,0.002061662995619573
2002-10-04,0.0020366346031952215
2002-10-07,0.002047219608546875
2002-10-08,0.0020710243689973065
2002-10-09,0.0020603879948686353
2002-10-10,0.002104265429962303
2002-10-11,0.002143534617335799
2002-10-14,0.0020956577538226197
2002-10-15,0.0021481126489721015
2002-10-16,0.002133758014934078
2002-10-17,0.0022207957583823684
2002-10-18,0.002200191866028813
2002-10-21,0.0022483114013389454
2002-10-22,0.002214057567401435
2002-10-23,0.0022131410928872917
2002-10-24,0.002249758524270363
2002-10-25,0.002267070886229902
2002-10-28,0.0022509517363721882
2002-10-29,0.0022080578269299896
2002-10-30,0.0022132701783383626
2002-10-31,0.002245282976882263
2002-11-01,0.0022694480585152567
2002-11-04,0.002280867228431895
2002-11-05,0.002272155758171412
2002-11-06,0.002292913339269443
2002-11-07,0.002226209119775924
2002-11-08,0.0022222222650958487
2002-11-11,0.002238480555899707
2002-11-12,0.0022157164310637532
2002-11-13,0.002245057953352634
2002-11-14,0.002234979602228945
2002-11-15,0.0022357342698400887
2002-11-18,0.0022775688292302554
2002-11-19,0.002278719388132628
2002-11-20,0.002325141745031014
2002-11-21,0.0023282924909329428
2002-11-22,0.0022934204866530564
2002-11-25,0.0023159220569573453
2002-11-26,0.002293043690877598
2002-11-27,0.002365845977004214
2002-12-02,0.0023819269243826125
2002-12-03,0.0023516551913619816
2002-12-04,0.002337057704693664
2002-12-05,0.002278325238141412
2002-12-06,0.0022693840055150495
2002-12-09,0.002242173143659116
2002-12-10,0.0022782070743613855
2002-12-11,0.0022660099417849927
2002-12-12,0.0022118285876572327
2002-12-13,0.0021728689993623547
2002-12-16,0.002145400563757922
2002-12-17,0.002147302944821975
2002-12-18,0.0020988014672456115
2002-12-19,0.0020627349970457325
2002-12-20,0.002088105801093596
2002-12-23,0.0020675166915939238
2002-12-24,0.002024221587786175
2002-12-26,0.0019948409061289253
2002-12-27,0.002003150056890549
2002-12-30,0.0020355271210761383
2002-12-31,0.0020051784075496063
2003-01-02,0.002062987500887267
2003-01-03,0.002068621724020218
2003-01-06,0.002088427538943969
2003-01-07,0.0021062483595592958
2003-01-08,0.0020966374585600343
2003-01-09,0.0021115200047244808
2003-01-10,0.0020874471355056224
2003-01-13,0.0021088243586318625
2003-01-14,0.002147727222605185
2003-01-15,0.0021699456832051864
2003-01-16,0.002116298583319384
2003-01-17,0.0021158159252739543
2003-01-21,0.0021410579676206178
2003-01-22,0.002137892598564902
2003-01-23,0.002102880647970652
2003-01-24,0.0020776750688013055
2003-01-27,0.0020479155880387943
2003-01-28,0.0020351351918400946
2003-01-29,0.0020816271184536128
2003-01-30,0.002137818704704352
2003-01-31,0.002149063259780416
2003-02-03,0.0021210895442395437
2003-02-04,0.002051451118137088
2003-02-05,0.0020642933650718044
2003-02-06,0.002069710781377384
2003-02-07,0.00205866454046706
2003-02-10,0.0021281274760919077
2003-02-11,0.002135172383538608
2003-02-12,0.002183777559834921
2003-02-13,0.0020956911742184866
2003-02-14,0.0021454959031733337
2003-02-18,0.0021470075427157415
2003-02-19,0.0021277507699060043
2003-02-20,0.0021268761657999855
2003-02-21,0.0022072200500061505
2003-02-24,0.0022031997000296695
2003-02-25,0.0022097645401040664
2003-02-26,0.0022457627590093234
2003-02-27,0.0022767985371446356
2003-02-28,0.0022130209855617524
2003-03-03,0.0022551546286171675
2003-03-04,0.002199886702037074
2003-03-05,0.0021537808005738963
2003-03-06,0.002106222074554754
2003-03-07,0.0021850057664131598
2003-03-10,0.002121511056437729
2003-03-11,0.002172610559068971
2003-03-12,0.0021731602337109234
2003-03-13,0.002228341777643053
2003-03-14,0.002230312105096644
2003-03-17,0.00227825568902507
2003-03-18,0.0022526658770115407
2003-03-19,0.002301398426735341
2003-03-20,0.002297987382759649
2003-03-21,0.0023788343543655302
2003-03-24,0.002323217022943569
2003-03-25,0.002337088908572345
2003-03-26,0.002267635605678783
2003-03-27,0.00221782764000716
2003-03-28,0.0022071796795227337
2003-03-31,0.0021211669815561713
2003-04-01,0.002161232583333166
2003-04-02,0.0021753640605340595
2003-04-03,0.002182209925318817
2003-04-04,0.00220104533468253
2003-04-07,0.0022612752662290866
2003-04-08,0.0022361885942687194
2003-04-09,0.0022036239494469204
2003-04-10,0.002183960808780244
2003-04-11,0.0022095151386479026
2003-04-14,0.0022316470885553816
2003-04-15,0.0022560787756838677
2003-04-16,0.0022498465559043085
2003-04-17,0.002249388673509027
2003-04-21,0.00218140935969317
2003-04-22,0.0021561005648786475
2003-04-23,0.0021794872586004335
2003-04-24,0.002134110024088196
2003-04-25,0.0021430714549905533
2003-04-28,0.0021390134443616655
2003-04-29,0.0021681150341180473
2003-04-30,0.0021380124175537176
2003-05-01,0.002117801775945048
2003-05-02,0.002096774116639168
2003-05-05,0.0020844290047702997
2003-05-06,0.0020992700200881402
2003-05-07,0.002136589634029162
2003-05-08,0.0021125143924347763
2003-05-09,0.0021055651587159156
2003-05-12,0.002125995419249544
2003-05-13,0.002171428544180734
2003-05-14,0.0021473177176679547
2003-05-15,0.0021469087237191596
2003-05-16,0.002135607462018651
2003-05-19,0.0020881383534824475
2003-05-20,0.002074802117909995
2003-05-21,0.0020631719981470415
2003-05-22,0.002076881307411659
2003-05-23,0.002071583578788975
2003-05-27,0.0021071234417614567
2003-05-28,0.0021002190413824864
2003-05-29,0.0020833332473237463
2003-05-30,0.0021399176169815378
2003-06-02,0.0021516394094039833
2003-06-03,0.0021399232085380026
2003-06-04,0.002145614958751193
2003-06-05,0.0021161149171840207
2003-06-06,0.002145999363647264
2003-06-09,0.0021227198247314194
2003-06-10,0.0021720612128917267
2003-06-11,0.002153305229423083
2003-06-12,0.002189357633733163
2003-06-13,0.0021312394207941778
2003-06-16,0.0021155989601751557
2003-06-17,0.002146200389401595
2003-06-18,0.002173852071982865
2003-06-19,0.0021602546945061938
2003-06-20,0.002169520147041114
2003-06-23,0.0021699715943917335
2003-06-24,0.0022148427565318457
2003-06-25,0.0021686230155164373
2003-06-26,0.002183774354330031
2003-06-27,0.0021914831372263697
2003-06-30,0.0021618497854023313
2003-07-01,0.002122936837937241
2003-07-02,0.0021534302078253225
2003-07-03,0.0021267806702529603
2003-07-07,0.002201953412081717
2003-07-08,0.002223190851861683
2003-07-09,0.0022613503964243097
2003-07-10,0.002258205057623979
2003-07-11,0.0022505801924625475
2003-07-14,0.002283577801806725
2003-07-15,0.0023092663179275917
2003-07-16,0.00229962098715202
2003-07-17,0.0022603136825893586
2003-07-18,0.0022551842305342774
2003-07-21,0.0022029068548099886
2003-07-22,0.0021933827165253033
2003-07-23,0.002162576648978925
2003-07-24,0.002181115391586771
2003-07-25,0.0021905154854827374
2003-07-28,0.002205318011808998
2003-07-29,0.002220071734024424
2003-07-30,0.0022445254383967324
2003-07-31,0.0023107345158097435
2003-08-01,0.0023577000010140195
2003-08-04,0.0023124283406084955
2003-08-05,0.002306922206986954
2003-08-06,0.0022876283850111014
2003-08-07,0.002306383045007151
2003-08-08,0.0022438956383587214
2003-08-11,0.002224218846105689
2003-08-12,0.0021966527861697572
2003-08-13,0.0021844794124553013
2003-08-14,0.002177595603661459
2003-08-15,0.002175110118133356
2003-08-18,0.0022167968941253745
2003-08-19,0.0022151548272292413
2003-08-20,0.002199124744542583
2003-08-21,0.0022226844393931147
2003-08-22,0.0022087578427169774
2003-08-25,0.0022252976672887874
2003-08-26,0.0021692182413302293
2003-08-27,0.0021244980085646133
2003-08-28,0.0021241565464961867
2003-08-29,0.002137343484712538
2003-09-02,0.0021690781150620598
2003-09-03,0.0022051351638881305
2003-09-04,0.0021815500145897595
2003-09-05,0.002190148327772523
2003-09-08,0.0021967475007885675
2003-09-09,0.00213125481034609
2003-09-10,0.0021144736754266837
2003-09-11,0.00216618373458147
2003-09-12,0.002155401885830878
2003-09-15,0.0021775701494815354
2003-09-16,0.0021700134558211687
2003-09-17,0.0021770334373921603
2003-09-18,0.002185342539803519
2003-09-19,0.0021608172196339297
2003-09-22,0.002133264331517674
2003-09-23,0.0021249028396393374
2003-09-24,0.002125161232486848
2003-09-25,0.0021493506121945073
2003-09-26,0.0021441702580887213
2003-09-29,0.0021417364508215684
2003-09-30,0.002109496720914289
2003-10-01,0.0021298464958525317
2003-10-02,0.0021652310267157456
2003-10-03,0.0022577152279288884
2003-10-06,0.0022390662394676693
2003-10-07,0.002237539646252576
2003-10-08,0.0022682471725410567
2003-10-09,0.002303629359376377
2003-10-10,0.0023032654282855304
2003-10-13,0.0023574093761351573
2003-10-14,0.0023183390034435232
2003-10-15,0.002403381614660379
2003-10-16,0.0023920042044165086
2003-10-17,0.0023991394535682995
2003-10-20,0.0024291444271006047
2003-10-21,0.002365732167305241
2003-10-22,0.0023557567658122115
2003-10-23,0.002348583290446499
2003-10-24,0.002289791779469493
2003-10-27,0.0023330754978853653
2003-10-28,0.0023525573014896114
2003-10-29,0.0023681490110939447
2003-10-30,0.0024225865830094827
2003-10-31,0.002436931018556513
2003-11-03,0.0024694960060423184
2003-11-04,0.0025164516604245808
2003-11-05,0.002496079372911239
2003-11-06,0.0024658433317789894
2003-11-07,0.0024602140585143727
2003-11-10,0.0023978271379631326
2003-11-11,0.002432362769585369
2003-11-12,0.0023993416184038387
2003-11-13,0.002391524944518951
2003-11-14,0.0023919055499435756
2003-11-17,0.0023473819401376855
2003-11-18,0.0023465795115971016
2003-11-19,0.0023259053441253043
2003-11-20,0.002246634491435467
2003-11-21,0.0022563130566568084
2003-11-24,0.0023090676481848627
2003-11-25,0.002267962184802231
2003-11-26,0.0022857863738605707
2003-12-01,0.0023727339898477334
2003-12-02,0.0024015357342818604
2003-12-03,0.002416439776469504
2003-12-04,0.0023878007157726775
2003-12-05,0.002384350384923986
2003-12-08,0.002377028946768668
2003-12-09,0.0023958842625463354
2003-12-10,0.002406450005125706
2003-12-11,0.0024122590119723037
2003-12-12,0.0024096239362547864
2003-12-15,0.0024389051710103004
2003-12-16,0.0024711798437241053
2003-12-17,0.0024199028616970026
2003-12-18,0.0024780701146944893
2003-12-19,0.002507331359435756
2003-12-22,0.0024573792711509073
2003-12-23,0.002481751778410009
2003-12-24,0.0024896920131950227
2003-12-29,0.002512054209204037
2003-12-30,0.0024946029673275976
2003-12-31,0.002509020813582311
2004-01-05,0.0025518377951509697
2004-01-06,0.0025236519921417954
2004-01-07,0.0025183693182529187
2004-01-08,0.0026049529606441283
2004-01-09,0.002578564626197237
2004-01-12,0.0025334273371826668
2004-01-13,0.002557233883503236
2004-01-14,0.002590704149312222
2004-01-15,0.0026493634508730876
2004-01-16,0.0026825668260466585
2004-01-20,0.0026980856944771245
